content	lable
"그림 (가)는 파장과 속력이 같고 연속적으로 발생되는 두 파 동 A, B가 서로 반대 방향으로 진행할 때 시간 t=0인 순간의 모습을 나타낸 것이다. 그림 (나)는 (가)에서 t=1초일 때, A, B가 중첩된 모습을 나타낸 것이다."	6
다음은 빛의 굴절에 대한 실험이다.	6
"그림 (가)는 규소(Si)에 비소(As)를 첨가한 반도체 X와 규소 (Si)에 붕소(B)를 첨가한 반도체 Y의 원자가 전자 배열을 나타낸 것이다. 그림 (나)와 같이 (가)의 X, Y를 이용하여 만든 다이오드에 저항과 전류계를 연결하고 광 다이오드에만 빛을 비추었더니 저항에 전류가 흘렀다."	4
그림은 전자기파 A~D를 파장에 따라 분류하여 나타낸 것이다. B는 인체 내부의 뼈 사진을 촬영하는 데 사용된다	6
그림은 전자 현미경의 구조를 나타낸 것이다	7
그림은 관찰자 A에 대해 관찰자 B가 탄 우주선이 0.9c로 등속도 운동하는 모습을 나타낸 것이다. B가 측정할 때 광원 P와 Q에서 동시에 발생한 빛이 검출기 R에 동시에 도달하였다. Q와 R를 잇는 직선은 우주선의 운동 방향과 나란하고 P와 R를 잇는 직선은 우주선의 운동 방향과 수직이다.	3
"그림 (가)는 물체 A, B, C를 실로 연결 한 후, 질량이 인 A를 손으로 잡아 A와 C가 같은 높이에서 정지한 모습을 나타낸 것이다. A와 B 사이에 연결된 실은 p이고, B 와 C 사이의 거리는 2h이다. 그림 (나)는 (가)에서 A를 가만히 놓은 후 A와 B의 높이가 같아진 순간의 모습을 나타낸 것이다. (가)에서 (나)로 물체가 운동하는 동안 운동 에너지 변화량의 크기는 C가 A의 3배이고, A의 중력 퍼텐셜 에너지 변화량의 크기와 C의 역학적 에너지 변화량의 크기는 같다."	2
"그림은 xy평면에 수직인 방향의 균일한 자기장 영역 Ⅰ, Ⅱ 의 경계에서 변의 길이가 4d인 동일한 정사각형 도선 A, B, C 가 각각 일정한 속력 v, v, 2v로 직선 운동하는 어느 순간의 모습을 나타낸 것이다. A, B, C는 각각 -y, +x, +y방향으 로 운동한다. Ⅰ과 Ⅱ에서 자기장의 방향은 서로 반대이고 A와 B에 흐르는 유도 전류의 세기는 같다."	5
"그림 (가), (나), (다)는 각각 연직 위로 던진 구슬, 선수가 던진 농구공, 회전하고 있는 놀이 기구에 타고 있는 사람을 나타낸 것이다."	1
도선에 흐르는 전류에 의한 자기장을 활용하는 것만을 보기에서 있는 대로 고른 것은?	5
"그림 A, B, C는 파동의 성질을 활용한 예를 나타낸 것이다"	6
"그림 (가)는 파장에 따른 전자기파의 분류를 나타낸 것이고, (나)는 (가)의 전자기파 A, B, C를 이용한 예를 순서 없이 나타낸 것이다."	6
다음은 전자기 유도에 대한 실험이다	5
다음은 핵융합 발전에 대한 내용이다	3
"그림 (가)는 물에서 공기로 진행하는 빛의 진행 방향을, (나)는 밤에 발생한 소리의 진행 방향을 나타낸 것이다"	6
"그림 (가), (나)는 물체 A, B, C가 수평 방향으로 24N의 힘을 받아 함께 등가속도 직선 운동하는 모습을 나타낸 것이다. A, B, C의 질량은 각각 4kg, 6kg, 2kg이고, (가)와 (나)에서 A가 B에 작용하는 힘의 크기는 각각 F1, F2이다"	1
다음은 역학 수레를 이용한 실험이다	1
"그림은 동일한 전지, 동일한 전구 P와 Q, 전기 소자 X와 Y를 이용하여 구성한 회로를 나타낸 것이고, 표는 스위치를 연결하는 위치에 따라 P, Q가 켜지는지를 나타낸 것이다. X, Y는 저항, 다이오드를 순서 없이 나타낸 것이다"	4
"그림 (가)는 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위 일부와 전자의 전이 a, b, c, d를 나타낸 것이고, (나)는 (가)의 a, b, c에 의한 빛의 흡수 스펙트럼을 파장에 따라 나타낸 것이다."	4
"그림 (가)는 자석에 붙여 놓았던 알루미늄 클립들이 서로 달라붙지 않는 모습을, (나)는 자석에 붙여 놓았던 철 클립들이 서로 달라붙는 모습을 나타낸 것이다"	5
"그림 (가)는 질량이 2kg인 수레가 물체를 향해 운동하는 모습을 나타낸 것이고, (나)는 수레가 물체와 충돌하는 동안 직선 운동하는 수레의 속력을 시간에 따라 나타낸 것이다"	1
"그림은 어떤 열기관에서 일정량의 이상 기체가 상태 A → B → C → D → A를 따라 순환하는 동안 기체의 압력과 부피를, 표는 각 과정에서 기체가 흡수 또는 방출하는 열량을 나타낸 것이다"	2
"그림은 입자 A, B, C의 물질파 파장을 속력에 따라 나타낸 것이다."	7
"그림은 단색광 P를 매질 A와 B의 경계면에 입사각 theta로 입사 시켰을 때 P의 일부는 굴절하고, 일부는 반사한 후 매질 A와 C의 경계면에서 전반사하는 모습을 나타낸 것이다"	6
"그림과 같이 관찰자 P에 대해 별 A, B가 같은 거리만큼 떨어져 정지해 있고, 관찰자 Q가 탄 우주선이 0.9c의 속력으로 A에서 B를 향해 등속도 운동하고 있다. P의 관성계에서 Q가 P를 스쳐 지나는 순간 A, B가 동시에 빛을 내며 폭발한다"	3
"그림 (가)와 같이 물체 A, B에 크기가 각각 F, 4F인 힘이 수평 방향으로 작용한다. 실로 연결된 A, B는 함께 등가속도 직선 운동을 하다가 실이 끊어진 후 각각 등가속도 직선 운동을 한다. 그림 (나)는 B의 속력을 시간에 따라 나타낸 것이다. A의 질량은 1kg이다"	1
"그림과 같이 x축상에 점전하 A, B, C가 같은 거리만큼 떨어져 고정되어 있다. 양(+)전하 A에 작용하는 전기력은 0이고, B에 작용하는 전기력의 방향은 -x방향이다"	4
"그림 (가)와 같이 동일한 용수철 A, B가 연직선상에 x만큼 떨어져 있다. 그림 (나)는 (가)의 A를 d만큼 압축시키고 질량 m인 물체를 올려놓았더니 물체가 힘의 평형을 이루며 정지해 있는 모습을, (다)는 (나)의 A를 2d만큼 더 압축시켰다가 가만히 놓는 순간의 모습을, (라)는 (다)의 물체가 A와 분리된 후 B를 압축시킨 모습을 나타낸 것이다. B가 1/2d만큼 압축되었을 때 물체의 속력은 0이다."	2
"그림은 전자기파 A, B, C를 이용하는 장치이다. A, B, C는 마이크로파, 자외선, 적외선을 순서 없이 나타낸 것이다."	6
"그림은 도체와 반도체의 에너지띠 구조에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다."	4
그림은 일정한 속력으로 진행하는 파동의 t=0과 t=t0인 순간의 변위를 위치 x에 따라 나타낸 것이다.	6
그림 (가)와 같이 수평면에서 물체 A가 정지해 있는 물체 B를 향해 등속 직선 운동한다. 그림 (나)는 A가 x=0을 통과한 순간부터 A와 B의 위치 x를 시간에 따라 나타낸 것이다.	1
"표는 고열원에서 열을 흡수하여 일을 하고 저열원으로 열을 방출하는 열기관 A, B가 1회의 순환 과정 동안 한 일과 저열원으로 방출한 열을 나타낸 것이다. 열효율은 A가 B의 2배이다."	2
"그림과 같이 점전하 A, B, C가 각각 x=-d, x=0, x=2d에 고정되어 있다. A와 C가 B에 작용하는 전기력은 0이고, B가 A에 작용하는 전기력의 크기는 C가 A에 작용하는 전기력의 크기보다 작다. A, B, C는 양(+)전하이다."	4
"그림과 같이 관찰자 A, B가 탄 우주선이 수평면에 있는 관찰자 C에 대해 수평면과 나란한 방향으로 각각 일정한 속도 vA, vB로 운동한다. 광원에서 방출된 빛이 거울에 반사되어 되돌아오는 데 걸린 시간은 A가 측정할 때가 B가 측정할 때보다 작다. 광원, 거울은 C에 대해 정지해 있다."	3
"그림 (가)는 수소 기체 방전관에서 나오는 빛을 분광기로 관찰하는 것을 나타낸 것이고, (나)는 (가)에서 관찰한 가시광선 영역의 선 스펙트럼을 파장에 따라 나타낸 것이다. P는 전자가 양자수 n=5에서 n=2로 전이할 때 나타난 스펙트럼선이다."	4
"그림 (가)는 이상 기체 A가 들어 있는 실린더에서 피스톤이 정지해 있는 것을, (나)는 (가)에서 관을 제거하였더니 A가 단열 팽창하여 피스톤이 정지한 것을, (다)는 (나)에서 A에 열량 Q를 공급한 것을 나타낸 것이다. A의 압력은 (가)에서와 (다)에서가 같고, A의 부피는 (나)에서와 (다)에서가 같다."	2
"그림 (가)와 같이 전원 장치, 저항, p-n 접합 발광 다이오드(LED)를 연결했더니 LED에서 빛이 방출되었다. X, Y는 각각 p형 반도체, n형 반도체 중 하나이다. 그림 (나)는 (가)의 X를 구성하는 원소와 원자가 전자의 배열을 나타낸 것이다."	4
"그림과 같이 일정한 세기의 전류가 흐르는 무한히 긴 직선 도선 A, B, C가 xy평면에 고정되어 있다. A, B에 흐르는 전류는 방향이 각각 +y방향, -y방향이고, 세기가 I로 같다. P, q는 x축상의 점이고, p에서 A, B, C에 흐르는 전류에 의한 자기장은 0이다. "	5
다음은 물체의 자성을 알아보기 위한 실험이다.	5
다음은 자가발전 손전등에 대한 설명이다.	5
"그림은 주기와 파장이 같고, 속력이 일정한 두 수면파가 진행하는 어느 순간의 모습을 평면상에 모식적으로 나타낸 것이다. 두 수면파의 진폭은 A로 같다. 실선과 점선은 각각 수면파의 마루와 골의 위치를, 점 P, Q는 평면상의 고정된 지점을 나타낸 것이다. "	6
"그림 (가)는 금속판 A에 단색광 P를 비추었을 때 광전자가 방출되지 않는 것을, (나)는 A에 단색광 Q를 비추었을 때 광전자가 방출되는 것을 나타낸 것이다."	7
"그림과 같이 직선 도로에서 기준선 P를 속력 v0으로 동시에 통과한 자동차 A, B가 각각 등가속도 운동하여 A가 기준선 Q를 통과하는 순간 B는 기준선 R을 통과한다. A, B의 가속도는 방향이 반대이고 크기가 a로 같다. A, B가 각각 Q, R을 통과하는 순간, 속력은 B가 A의 3배이다. P와 Q 사이, Q와 R 사이의 거리는 각각 3L, L이다. "	1
"그림 (가)는 공기에서 물질 A로 입사한 단색광 P가 A와 물질 C의 경계면에서 전반사하는 모습을, (나)는 공기에서 물질 B로 입사한 P가 B와 C의 경계면에 입사하는 모습을 나타낸 것이다."	6
그림은 투과 전자 현미경 A의 구조를 나타낸 것이다. 표는 A에서 시료를 관찰할 때 사용하는 전자의 드브로이 파장과 운동 에너지를 나타낸 것이다.	7
"그림과 같이 질량이 m인 물체가 빗면을 따라 운동하여 점 p, q를 지나 최고점 r에 도달한다. 물체의 역학적 에너지는 p에서 q까지 운동하는 동안 감소하고, q에서 r까지 운동하는 동안 일정하다. 물체의 속력은 p에서가 q에서의 2배이고, p와 q의 높이 차는 h이다. 물체가 p에서 q까지 운동하는 동안, 물체의 운동 에너지 감소량은 물체의 중력 퍼텐셜 에너지 증가량의 3배이다."	2
"그림 (가)와 같이 질량이 각각 2m, m, 2m인 물체 A, B, C가 실로 연결된 채 각각 빗면에서 일정한 속력 v로 운동한다. 그림 (나)는 (가)에서 A가 점 p에 도달하는 순간, A와 B를 연결하고 있던 실이 끊어져 A, B, C가 각각 등가속도 직선 운동하는 모습을 나타낸 것이다. (나)에서 실이 B에 작용하는 힘의 크기는 5/6mg이고, 실이 끊어진 순간부터 A가 최고점에 도달할 때까지 C는 d만큼 운동한다."	1
그림과 같이 수평면 위의 점 p에서 비스듬히 던져진 공이 곡선 경로를 따라 운동하여 점 q를 통과하였다	1
그림은 드론에 연결된 질량 m인 상자가 공중에 정지해 있는 모습을 나타낸 것이다	1
"그림은 중수소와 삼중수소가 충돌하여 헬륨(He), 입자 a, 에너지가 생성되는 핵반응을 나타낸 것이다. "	3
"그림 (가), (나)는 물체 A, B를 실로 연결한 후 가만히 놓았을 때 A, B가 L만큼 이동한 순간의 모습을 나타낸 것이다. (가), (나)에서 A, B가 L만큼 운동하는 데 걸린 시간은 각각 t1, t2이다. 질량은 B가 A의 4배이다."	1
다음은 자성체에 대한 실험이다.	5
"그림과 같이 온도가 T0인 일정량의 이상 기체가 등압 팽창 또는 단열 팽창하여 온도가 각각 T1, T2가 되었다"	2
"그림은 관찰자 A가 탄 우주선이 정지해 있는 관찰자 B에 대해 +x방향으로 0.6c의 일정한 속력으로 운동하는 모습을 나타낸 것이다. 광원과 점 P, Q는 B에 대해 정지해 있다. A가 관측할 때, 광원과 P 사이의 거리는 L이고 광원에서 방출된 빛은 P, Q 에 동시에 도달하였다."	3
"그림은 휴대 전화를 무선 충전기 위에 놓고 충전하는 모습을 나타낸 것이다. 코일 A, B는 각각 무선 충전기와 휴대 전화 내부에 있고, A에 흐르는 전류의 세기 I는 주기적으로 변한다."	5
다음은 고체의 전기 전도성에 대한 실험이다.	4
그림 (가)와 같이 수평면에 놓인 나침반의 연직 위에 자침과 나란하도록 직선 도선을 고정시킨다. 그림 (나)는 직선 도선에 흐르는 전류를 시간에 따라 나타낸 것이다. t1일 때 자침의 N극은 북서쪽을 가리킨다.	5
"그림 (가)는 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위의 일부와 전자의 전이에서 방출되는 빛 a, b를 나타낸 것이다. 그림 (나)는 수소 원자의 전자가 n=2인 상태로 전이할 때 방출되는 빛 중에서 파장이 긴 것부터 차례대로 4개를 나타낸 스펙트럼이다."	4
그림은 고열원에서 열을 흡수하여 W의 일을 하고 저열원으로 Q의 열을 방출하는 열기관을 나타낸 것이다	2
"그림은 동일한 금속판에 단색광 A, B를 각각 비추었을 때 광전자가 방출되는 모습을 나타낸 것이다. 방출되는 광전자 중 속력이 최대인 광전자 a, b의 운동 에너지는 각각 Ea , Eb이고, Ea>Eb이다"	7
"그림 (가)는 불순물 a를 도핑한 반도체 A를 구성하는 원소와 원자가 전자의 배열을, (나)는 A를 포함한 p-n 접합 다이오드가 연결된 회로에서 전구에 불이 켜진 모습을 나타낸 것이다. X, Y는 각각 p형, n형 반도체 중 하나이다."	4
"그림과 같이 정사각형의 두 꼭짓점에 놓인 스피커 A, B에서 세기가 같고 진동수가 440 Hz인 소리가 같은 위상으로 발생한다. 점 O는 두 꼭짓점 P, Q를 잇는 선분 PQ의 중점이다. A, B에서 발생한 소리는 P에서 상쇄 간섭하고 O에서 보강 간섭한다."	6
